RepRapFirmware height map file v2 generated at 2021-09-25 13:45
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
40.00,320.00,20.00,340.00,-1.00,69.99,79.99,5,5
  0.072,  0.101,  0.080,  0.075,  0.076
  0.100,  0.097,  0.087,  0.092,  0.099
  0.076,  0.051,  0.036,  0.006, -0.005
  0.026,  0.018,  0.026,  0.014,  0.014
  0.046,  0.058,  0.067,  0.058,  0.039
